run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,week,worker_id,beam_path,candidate,elapsed_ms,temperature_at_event,current_penalty,previous_best,new_best,improvement,improvement_percent,event_type,branch_depth,seed_used,accepted_worse_count,hard_reject_count,soft_reject_count,discovery_number,cands_since_previous,time_since_previous_ms,improvement_per_10k,improvement_per_second,post_reheat_improved,post_reheat_best_delta,post_reheat_candidates_to_improve,post_reheat_spawned_branch,post_reheat_beat_global,post_reheat_on_winning_lineage
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,0,2,1,0,100.000000,3710,3800,3710,90,2.3684,GLOBAL_BEST,0,101,0,5,0,1,1,0,900000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,5,2,1,0,100.000000,2975,3035,2975,60,1.9769,LOCAL_BEST,2,101,0,1,0,2,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,2,2,1,0,100.000000,3560,3710,3560,150,4.0431,LOCAL_BEST,1,101,0,7,0,3,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,4,2,1,0,100.000000,3215,3245,3215,30,0.9245,LOCAL_BEST,2,101,0,0,0,4,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,27,2,1,3,100.000000,1525,1720,1525,195,11.3372,LOCAL_BEST,13,101,0,0,0,5,0,3,0.0000,65000.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,30,2,1,3,100.000000,1400,1580,1400,180,11.3924,LOCAL_BEST,15,101,0,0,0,6,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,10,2,1,3,100.000000,2495,2555,2495,60,2.3483,LOCAL_BEST,5,101,0,1,0,7,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,11,2,1,3,100.000000,2245,2435,2245,190,7.8029,LOCAL_BEST,5,101,0,4,0,8,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,16,2,1,3,100.000000,1990,2020,1990,30,1.4851,LOCAL_BEST,8,101,0,1,0,9,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,17,2,1,3,100.000000,1960,1975,1960,15,0.7595,LOCAL_BEST,8,101,0,0,0,10,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,8,2,1,3,100.000000,2750,2785,2750,35,1.2567,LOCAL_BEST,4,101,0,0,0,11,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,33,2,1,260,100.000000,1420,1435,1420,15,1.0453,LOCAL_BEST,16,101,0,0,0,12,0,257,0.0000,58.3658,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,34,2,1,261,100.000000,1390,1420,1390,30,2.1127,LOCAL_BEST,17,101,0,1,0,13,0,1,0.0000,30000.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,39,2,1,265,100.000000,1255,1270,1255,15,1.1811,LOCAL_BEST,19,101,0,2,0,14,0,4,0.0000,3750.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,40,2,1,265,100.000000,1190,1250,1190,60,4.8000,LOCAL_BEST,20,101,0,0,0,15,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,46,2,1,268,100.000000,955,985,955,30,3.0457,LOCAL_BEST,23,101,0,1,0,16,0,3,0.0000,10000.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,0,2,2,0,99.986185,3440,3710,3440,270,7.2776,GLOBAL_BEST,0,101,0,8,0,17,1,-268,2700000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,2,2,2,0,99.986185,3245,3560,3245,315,8.8483,LOCAL_BEST,1,101,0,10,0,18,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,7,2,2,0,99.986185,2840,2920,2840,80,2.7397,LOCAL_BEST,3,101,0,0,1,19,0,0,0.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T07:47:04+01:00,1,31,2,2,3,99.986185,1545,1560,1545,15,0.9615,LOCAL_BEST,15,101,0,6,1,20,0,3,0.0000,5000.0000,0,0,0,0,0,0
