run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,week,path_id,fingerprint,hamming_to_best,hamming_to_parent,beam_spread,near_duplicate,retained,retained_rank,winning,cumulative_penalty,week_penalty
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,1,1,4b3899e36628,0.000000,0.000000,10,1,1,1,0,400,400
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,1,5,7df4eed5f225,0.357143,0.000000,10,0,1,2,0,400,400
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,1,4,cc8a293543a3,0.559524,0.000000,10,0,1,3,1,400,400
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,1,3,06d0e7a006ec,0.607143,0.000000,10,0,1,4,0,410,410
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,1,2,17d9e84c6e40,0.523810,0.000000,10,0,1,5,0,400,400
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,19,eafc569d419b,0.000000,0.690476,95,1,1,1,0,630,230
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,16,15b55abafe8a,0.380952,0.714286,95,0,1,2,0,620,220
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,9,aa2ba9df3112,0.666667,0.654762,95,0,1,3,0,655,255
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,10,b307d5888abe,0.654762,0.488095,95,0,1,4,0,645,245
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,28,f27954c28e08,0.666667,0.666667,95,0,1,5,0,650,250
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,13,d58f6ba4328a,0.750000,0.666667,95,0,1,6,0,645,245
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,18,a396967e3c55,0.428571,0.630952,95,0,1,7,1,620,220
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,15,193d2284078d,0.690476,0.654762,95,0,1,8,0,670,270
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,27,bb38b603f99c,0.583333,0.583333,95,0,1,9,0,650,250
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,22,7fc206b2f7d3,0.750000,0.690476,95,0,1,10,0,715,305
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,14,397d1f7d88b3,0.726190,0.630952,95,0,1,11,0,645,245
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,20,11a5c2e8f89e,0.452381,0.678571,95,0,1,12,0,640,240
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,7,e7f7b4f7920f,0.583333,0.619048,95,0,0,0,0,665,265
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,17,b4ece22830e7,0.559524,0.583333,95,0,0,0,0,630,230
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,26,a70262dd146d,0.511905,0.702381,95,0,0,0,0,665,265
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,6,e6a3fd082d3f,0.714286,0.607143,95,0,0,0,0,645,245
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,22,7fc206b2f7d3,0.750000,0.690476,95,0,1,10,0,715,305
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,12,fd7bc08c5c3d,0.666667,0.619048,95,0,0,0,0,685,285
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,8,1b3c8a4ab23f,0.642857,0.619048,95,0,0,0,0,670,270
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,23,c2a90c20a74b,0.678571,0.773810,95,0,0,0,0,715,305
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,25,cb5f44262a88,0.630952,0.714286,95,0,0,0,0,690,280
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,30,ec33823d262c,0.714286,0.678571,95,0,0,0,0,665,265
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,29,ddba8b62f13d,0.666667,0.678571,95,0,0,0,0,650,250
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,21,d89d6ab5a89a,0.619048,0.714286,95,0,0,0,0,705,295
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,2,24,088ae59035b6,0.690476,0.619048,95,0,0,0,0,710,300
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,3,33,bd40bbd16d1a,0.000000,0.642857,75,1,1,1,0,1075,445
n012w8-0,n012w8,0,12,100000,100.0,adaptive,2026-07-02T10:01:13+01:00,3,62,49268372e91a,0.523810,0.702381,75,0,1,2,1,1080,460
