run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,week,path_id,fingerprint,hamming_to_best,hamming_to_parent,beam_spread,near_duplicate,retained,retained_rank,winning,cumulative_penalty,week_penalty
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,1,1,44da1ec8376d,0.000000,0.000000,15,1,1,1,0,385,385
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,1,2,25eb4087320a,0.523810,0.000000,15,0,1,2,0,385,385
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,1,3,2b776511d6d5,0.511905,0.000000,15,0,1,3,1,400,400
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,7,c6db07c4577b,0.000000,0.702381,25,1,1,1,0,605,220
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,11,acf9f592dd88,0.500000,0.607143,25,0,1,2,1,620,220
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,10,828da9f3126e,0.571429,0.726190,25,0,1,3,0,630,230
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,8,501234549d1b,0.571429,0.666667,25,0,1,4,0,615,230
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,9,e5247b118c82,0.571429,0.619048,25,0,1,5,0,615,230
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,12,013be9835a54,0.678571,0.595238,25,0,0,0,0,625,225
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,5,e69d10566a1e,0.714286,0.630952,25,0,0,0,0,645,260
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,4,80de54df2994,0.619048,0.583333,25,0,0,0,0,645,260
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,2,6,c59421577b43,0.619048,0.583333,25,0,0,0,0,645,260
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,17,afe41558a5de,0.000000,0.595238,15,1,1,1,1,1075,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,14,817efcc309db,0.714286,0.785714,15,0,1,2,0,1065,460
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,16,1ef7fa631235,0.357143,0.630952,15,0,1,3,0,1075,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,15,b52e91ac49b6,0.654762,0.714286,15,0,1,4,0,1065,460
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,13,614c022bed99,0.595238,0.678571,15,0,1,5,0,1060,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,22,5125b7c955fb,0.690476,0.595238,15,0,0,0,0,1070,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,24,288f253189d1,0.666667,0.607143,15,0,0,0,0,1070,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,18,b35d65eced8c,0.357143,0.595238,15,0,0,0,0,1075,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,23,fb0bfc26bc0a,0.666667,0.571429,15,0,0,0,0,1070,455
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,19,cd557332a190,0.535714,0.690476,15,0,0,0,0,1100,470
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,21,ad636b0f2a6d,0.666667,0.714286,15,0,0,0,0,1100,470
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-06-30T23:41:08+01:00,3,20,232590a3b3d6,0.678571,0.726190,15,0,0,0,0,1105,475
