run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,worker_id,parent_worker_id,algorithm,week,worker_seed,depth,start_time_ms,finish_time_ms,finish_candidate,initial_temperature,final_temperature,temperature_at_best,best_candidate,plateau_count,branch_count,produced_global_best,final_penalty,best_penalty,start_penalty,improvement_per_10k,branches_per_10k,accepted_worse_pct,hard_reject_pct,first_plateau_candidate,last_improvement_candidate,local_best_improvements,accepted_worse,hard_rejects
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,2,-1,lahc,1,777,0,0,1819,1000000,100.000000,0.000000,0.000000,119549,0,8,0,440,415,3800,33.8500,0.0800,0.00,59.16,0,119549,0,0,1448831
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,1,-1,sa,1,777,0,0,1874,1000000,100.000000,0.000100,11.076996,159264,8,34,0,425,425,3800,33.7500,0.3400,1.79,59.99,259264,159264,96576,17876,1499159
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,8,6,lahc,1,777,3,0,1859,1000000,100.000000,0.000000,0.000000,10094,0,5,0,470,455,500,0.4500,0.0500,0.00,60.90,0,10094,0,0,1557724
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,5,3,lahc,1,777,1,0,1953,1000000,100.000000,0.000000,0.000000,61840,0,14,0,440,440,900,4.6000,0.1400,0.00,60.93,0,61840,0,0,1559777
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,7,5,sa,1,777,2,0,1963,1000000,100.000000,0.000100,12.899118,148241,8,0,0,440,410,500,0.9000,0.0000,1.77,60.57,248241,148241,79760,17696,1536238
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,11,9,lahc,1,777,4,0,1898,1000000,100.000000,0.000000,0.000000,0,0,0,0,415,415,415,0.0000,0.0000,0.00,59.31,0,0,0,0,1457682
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,14,12,lahc,1,777,6,0,1846,1000000,100.000000,0.000000,0.000000,0,0,0,0,410,410,410,0.0000,0.0000,0.00,59.66,0,0,0,0,1479042
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,10,8,sa,1,777,4,0,1966,1000000,100.000000,0.000100,0.000000,0,8,0,0,430,415,415,0.0000,0.0000,1.74,60.46,200344,0,94035,17421,1529188
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,4,2,sa,1,777,1,0,2144,1000000,100.000000,83.469152,7.559272,186921,8,2,1,1705,400,900,5.0000,0.0200,17.53,62.03,286921,186921,309504,175348,1633839
n012w8-0,n012w8,0,5,1000000,100.0,adaptive,2026-07-04T09:58:28+01:00,17,15,lahc,1,777,7,0,1837,1000000,100.000000,0.000000,0.000000,0,0,0,1,400,400,400,0.0000,0.0000,0.00,60.09,0,0,0,0,1505763
