run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,week,worker_id,beam_path,candidate,elapsed_ms,temperature_at_event,current_penalty,previous_best,new_best,improvement,improvement_percent,event_type,branch_depth,seed_used,accepted_worse_count,hard_reject_count,soft_reject_count,discovery_number,cands_since_previous,time_since_previous_ms,improvement_per_10k,improvement_per_second,post_reheat_improved,post_reheat_best_delta,post_reheat_candidates_to_improve,post_reheat_spawned_branch,post_reheat_beat_global,post_reheat_on_winning_lineage
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,1,1,100.000000,3530,3800,3530,270,7.1053,GLOBAL_BEST,0,123,0,2,0,1,1,1,2700000.0000,270000.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,2,1,99.997237,3280,3530,3280,250,7.0822,GLOBAL_BEST,0,123,0,7,0,2,1,0,2500000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,7,1,99.983423,3160,3280,3160,120,3.6585,GLOBAL_BEST,0,123,1,21,1,3,5,0,240000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,8,1,99.980660,3100,3160,3100,60,1.8987,GLOBAL_BEST,0,123,1,23,1,4,1,0,600000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,10,1,99.975135,3080,3100,3080,20,0.6452,GLOBAL_BEST,0,123,2,24,1,5,2,0,100000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,11,1,99.972373,3050,3080,3050,30,0.9740,GLOBAL_BEST,0,123,2,25,1,6,1,0,300000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,12,1,99.969610,2825,3050,2825,225,7.3770,GLOBAL_BEST,0,123,2,28,1,7,1,0,2250000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,21,1,99.944753,2815,2825,2815,10,0.3540,GLOBAL_BEST,0,123,3,53,3,8,9,0,11111.1111,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,25,1,99.933708,2800,2815,2800,15,0.5329,GLOBAL_BEST,0,123,3,57,3,9,4,0,37500.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,29,1,99.922663,2680,2800,2680,120,4.2857,GLOBAL_BEST,0,123,4,63,4,10,4,0,300000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,31,1,99.917141,2590,2680,2590,90,3.3582,GLOBAL_BEST,0,123,4,63,5,11,2,0,450000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,34,1,99.908859,2470,2590,2470,120,4.6332,GLOBAL_BEST,0,123,4,65,6,12,3,0,400000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,35,1,99.906099,2440,2470,2440,30,1.2146,GLOBAL_BEST,0,123,4,65,6,13,1,0,300000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,37,1,99.900578,2290,2440,2290,150,6.1475,GLOBAL_BEST,0,123,4,68,6,14,2,0,750000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,38,1,99.897817,2275,2290,2275,15,0.6550,GLOBAL_BEST,0,123,4,69,6,15,1,0,150000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,39,1,99.895057,2215,2275,2215,60,2.6374,GLOBAL_BEST,0,123,4,75,6,16,1,0,600000.0000,0.0000,0,0,0,0,0,0
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:46:52+01:00,1,0,2,55,1,99.850904,2080,2215,2080,135,6.0948,GLOBAL_BEST,0,123,9,108,12,17,16,0,84375.0000,0.0000,0,0,0,0,0,0
