path_id,parent_id,week,seed,week_penalty,cumulative_penalty,workers_started,candidates,accepted,rejected,sa_accepted_better,sa_accepted_worse,sa_rejected_by_prob,hard_reject_rate,duration_ms,retained,retained_rank,winning
2,0,1,123,400,400,18,9000000,3796009,27752478,2322645,1241461,2435894,75.5119,3964,1,1,0
1,0,1,42,430,430,9,4500000,1903232,13862143,1161528,622030,1216442,75.4931,3534,1,2,1
3,0,1,777,415,415,12,6000000,2495277,18479229,1535438,808893,1655669,75.4894,3717,1,3,0
9,1,2,777,230,660,12,6000000,2442096,18035246,1498844,808174,1692982,75.0367,3528,1,1,0
8,1,2,123,230,660,15,7500000,3127958,22607229,1941343,1052306,2006351,75.0890,3634,1,2,1
6,2,2,777,240,640,15,7500000,3124911,22614984,1940677,1055378,2003945,75.0955,3689,1,3,0
5,2,2,123,245,645,18,9000000,3542008,27021019,2214765,1183097,2602138,75.0146,3819,1,4,0
11,3,2,123,230,645,15,7500000,2961492,22182325,1832872,983893,2183235,74.7324,3645,1,5,0
7,1,2,42,240,670,18,9000000,3689807,27047695,2287113,1236668,2476219,75.0331,3752,0,0,0
4,2,2,42,270,670,15,7500000,3002833,22629121,1849948,996596,2153456,75.1071,3645,0,0,0
10,3,2,42,240,655,15,7500000,2955472,22211792,1850864,985138,2163998,74.7575,3754,0,0,0
12,3,2,777,240,655,15,7500000,2999440,22304200,1871735,987071,2141194,74.8358,3729,0,0,0
19,6,3,42,465,1105,12,6000000,2593835,18029639,1638489,840825,1520686,75.0308,3832,1,1,0
27,11,3,777,460,1105,15,7500000,3039335,22246605,1907293,964746,2127961,74.7870,4012,1,2,0
18,8,3,777,465,1125,9,4500000,1894708,13535761,1177491,602499,1220010,75.0496,3694,1,3,0
26,11,3,123,460,1105,18,9000000,3863360,26896622,2424087,1262961,2312952,74.9280,4217,1,4,0
16,8,3,42,445,1105,12,6000000,2434333,17983416,1536486,782562,1680952,74.9827,3790,1,5,1
21,6,3,777,450,1090,18,9000000,3874327,26949942,2436677,1259041,2304282,74.9652,4154,0,0,0
25,11,3,42,485,1130,12,6000000,2438177,18051697,1530991,783348,1685661,75.0537,3872,0,0,0
15,9,3,777,435,1095,15,7500000,3171460,22476974,1984752,1017669,1997579,74.9808,3943,0,0,0
17,8,3,123,470,1130,12,6000000,2452053,17934637,1543101,782778,1674121,74.9317,3792,0,0,0
20,6,3,123,480,1120,9,4500000,1882627,13417850,1180830,602999,1216171,74.8854,3668,0,0,0
23,5,3,123,450,1095,12,6000000,2430566,17855888,1533016,782245,1684739,74.8490,3871,0,0,0
24,5,3,777,450,1095,12,6000000,2425642,18027434,1527354,784242,1688404,75.0285,3819,0,0,0
14,9,3,123,445,1105,18,9000000,3621555,27089632,2277698,1143800,2578502,75.0621,4384,0,0,0
13,9,3,42,450,1110,9,4500000,1893983,13516719,1181865,599502,1218633,75.0232,3650,0,0,0
22,5,3,42,475,1120,9,4500000,1725552,13439857,1087112,545647,1367241,74.9162,3730,0,0,0
42,16,4,777,120,1225,21,10500000,4268536,32597745,2674967,1400597,2924436,75.6368,3517,1,1,1
29,19,4,123,150,1255,12,6000000,2450038,18715520,1529067,788016,1682917,75.7238,3254,1,2,0
30,19,4,777,180,1285,15,7500000,3169602,23400136,1976080,1025861,1998059,75.7283,3142,1,3,0
28,19,4,42,160,1265,15,7500000,3183702,23416378,1974417,1026703,1998880,75.7410,3214,1,4,0
33,27,4,777,180,1285,15,7500000,3184886,23408704,1982924,1026299,1990777,75.7350,3141,1,5,0
34,18,4,42,160,1285,12,6000000,2440142,18719523,1507268,785887,1706845,75.7277,3015,0,0,0
38,26,4,123,160,1265,15,7500000,2978709,23151059,1850952,972002,2177046,75.5310,3157,0,0,0
35,18,4,123,165,1290,15,7500000,3059981,23431715,1896904,972784,2130312,75.7530,3074,0,0,0
31,27,4,42,180,1285,12,6000000,2431462,18810085,1514036,785079,1700885,75.8163,3045,0,0,0
41,16,4,123,160,1265,15,7500000,3009992,23309141,1864853,973842,2161305,75.6566,3208,0,0,0
32,27,4,123,180,1285,12,6000000,2492933,18712146,1540966,789627,1669407,75.7204,3036,0,0,0
36,18,4,777,150,1275,12,6000000,2473471,18747997,1515839,790335,1693826,75.7556,3130,0,0,0
40,16,4,42,180,1285,9,4500000,1877319,14037080,1156818,610002,1233180,75.7243,2909,0,0,0
37,26,4,42,150,1255,12,6000000,2422497,18641446,1515577,793677,1690746,75.6508,3068,0,0,0
39,26,4,777,180,1285,18,9000000,3549368,27634450,2212806,1156153,2631041,75.4330,3412,0,0,0
43,42,5,42,315,1540,18,9000000,3571548,27736686,2203139,1189726,2607135,75.5013,3688,1,1,1
57,33,5,777,375,1660,12,6000000,2440281,18477915,1496269,807380,1696351,75.4881,3396,1,2,0
45,42,5,777,315,1540,12,6000000,2592504,18617235,1580345,865942,1553713,75.6268,3514,1,3,0
44,42,5,123,305,1530,15,7500000,2974525,23036922,1851021,1000073,2148906,75.4396,3569,1,4,0
51,30,5,777,410,1695,15,7500000,3245759,23295720,2020605,1108724,1870671,75.6460,3598,1,5,0
53,28,5,123,335,1600,21,10500000,4301213,32651210,2638450,1439275,2922275,75.6670,3796,0,0,0
49,30,5,42,385,1670,15,7500000,2957779,22978765,1842538,994340,2163122,75.3927,3574,0,0,0
52,28,5,42,355,1620,12,6000000,2569795,18650629,1570573,869537,1559890,75.6599,3567,0,0,0
47,29,5,123,345,1600,21,10500000,4406289,32529252,2709800,1490254,2799946,75.5980,3826,0,0,0
48,29,5,777,360,1615,9,4500000,1902665,13797986,1152531,628050,1219419,75.4071,3299,0,0,0
46,29,5,42,355,1610,9,4500000,1884385,13993236,1150084,624736,1225180,75.6668,3291,0,0,0
54,28,5,777,360,1625,12,6000000,2464361,18511125,1509620,817401,1672979,75.5213,3515,0,0,0
50,30,5,123,370,1655,12,6000000,2414682,18380696,1495701,810262,1694037,75.3904,3445,0,0,0
55,33,5,42,380,1665,12,6000000,2417389,18595351,1488515,808874,1702611,75.6051,3436,0,0,0
56,33,5,123,365,1650,15,7500000,2990627,23035699,1840437,990692,2168871,75.4386,3576,0,0,0
59,43,6,123,210,1750,12,6000000,2419794,19110322,1516515,791380,1692105,76.1054,3120,1,1,1
58,43,6,42,210,1750,18,9000000,3727422,28735903,2340493,1213902,2445605,76.1500,3336,1,2,0
60,43,6,777,210,1750,15,7500000,2997269,23882975,1874507,972191,2153302,76.1017,3203,1,3,0
69,44,6,777,285,1815,12,6000000,2451503,19033446,1531310,783597,1685093,76.0321,3317,1,4,0
70,51,6,42,235,1930,18,9000000,3409852,28735118,2125898,1095762,2778340,76.1495,3473,1,5,0
67,44,6,42,240,1770,9,4500000,1885707,14360063,1169513,607081,1223406,76.1401,2962,0,0,0
71,51,6,123,255,1950,12,6000000,2467220,19348556,1525480,790100,1684420,76.3300,3179,0,0,0
72,51,6,777,230,1925,15,7500000,2865488,23913516,1791095,913631,2295274,76.1249,3348,0,0,0
65,45,6,123,235,1775,15,7500000,3185339,24060026,1989883,1032926,1977191,76.2358,3222,0,0,0
62,57,6,123,215,1875,12,6000000,2472038,19072445,1533179,791961,1674860,76.0693,3074,0,0,0
63,57,6,777,200,1860,15,7500000,3155505,23724832,1974340,1031150,1994510,75.9807,3305,0,0,0
64,45,6,42,235,1775,15,7500000,3180414,24002986,1979422,1033327,1987251,76.1927,3335,0,0,0
68,44,6,123,310,1840,12,6000000,2460719,19016907,1532155,790271,1677574,76.0162,3061,0,0,0
66,45,6,777,220,1760,24,12000000,4885339,38153964,3056700,1578044,3365256,76.0737,3760,0,0,0
61,57,6,42,245,1905,12,6000000,2453389,19210354,1534514,792680,1672806,76.2003,3132,0,0,0
73,59,7,42,165,1915,12,6000000,2469913,20175187,1513502,807173,1679325,77.0775,2851,1,1,0
74,73,8,42,1730,3645,9,4500000,1914296,13612790,1179908,607193,1212899,75.1557,3317,1,1,0
75,59,7,123,165,1915,15,7500000,3056810,24961924,1875447,990829,2133724,76.8960,3117,1,2,0
76,75,8,123,1650,3565,12,6000000,2542436,18351009,1585718,797222,1617060,75.3604,3461,1,2,0
77,59,7,777,155,1905,21,10500000,4487349,35006396,2746730,1483900,2769370,76.9263,3310,1,3,1
78,77,8,777,1650,3555,9,4500000,1781065,13550525,1102497,549910,1347593,75.0700,3355,1,3,1
79,58,7,42,235,1985,18,9000000,3792921,29885924,2322477,1238767,2438756,76.8554,3095,1,4,0
80,79,8,42,1625,3610,12,6000000,2517666,18428300,1562387,797316,1640297,75.4383,3444,1,4,0
81,58,7,123,240,1990,12,6000000,2621019,20069623,1603932,866965,1529103,76.9847,2898,1,5,0
82,81,8,123,1655,3645,12,6000000,2507138,18453417,1564759,791847,1643394,75.4636,3481,1,5,0
83,58,7,777,240,1990,15,7500000,3192141,25028229,1967780,1048421,1983799,76.9431,3100,0,0,0
84,83,8,777,1695,3685,12,6000000,2502331,18468045,1570401,792557,1637042,75.4782,3476,0,0,0
85,60,7,42,250,2000,9,4500000,1905819,14927473,1162546,615878,1221576,76.8369,2765,0,0,0
86,85,8,42,1660,3660,12,6000000,2515022,18518882,1572852,801676,1625472,75.5291,3454,0,0,0
87,60,7,123,220,1970,24,12000000,4761867,39612956,2963347,1550395,3486258,76.7500,3510,0,0,0
88,87,8,123,1665,3635,12,6000000,2511325,18191659,1561487,795218,1643295,75.1981,3467,0,0,0
89,60,7,777,245,1995,21,10500000,4387886,34934431,2679596,1422180,2898224,76.8898,3241,0,0,0
90,89,8,777,1660,3655,18,9000000,3820872,27344642,2376752,1221279,2401969,75.2371,3696,0,0,0
91,69,7,42,275,2090,12,6000000,2498930,19967834,1529718,800911,1669371,76.8945,2843,0,0,0
92,91,8,42,1655,3745,18,9000000,3968714,27982245,2480477,1283362,2236161,75.6640,3700,0,0,0
93,69,7,123,285,2100,21,10500000,4540184,34935819,2777656,1466985,2755359,76.8905,3240,0,0,0
94,93,8,123,1670,3770,15,7500000,3100209,22897087,1917468,978698,2103834,75.3266,3543,0,0,0
95,69,7,777,290,2105,12,6000000,2491753,20002336,1533957,801346,1664697,76.9252,2876,0,0,0
96,95,8,777,1705,3810,18,9000000,3822985,27642520,2376199,1220824,2402977,75.4384,3815,0,0,0
97,70,7,42,280,2210,12,6000000,2511308,20029440,1524418,806638,1668944,76.9492,2852,0,0,0
98,97,8,42,1660,3870,18,9000000,3955980,27733272,2450108,1283564,2266328,75.4991,3800,0,0,0
99,70,7,123,280,2210,15,7500000,3203557,25133978,1974487,1053614,1971899,77.0178,3046,0,0,0
100,99,8,123,1670,3880,18,9000000,3941127,27869459,2446678,1285458,2267864,75.5896,3714,0,0,0
101,70,7,777,280,2210,15,7500000,3080415,25113607,1883475,991708,2124817,77.0035,2969,0,0,0
102,101,8,777,1640,3850,12,6000000,2508061,18294460,1540938,800399,1658663,75.3030,3485,0,0,0
