run_id,instance,seed,beam_width,iterations,temperature,cooling_mode,timestamp,week,worker_id,candidate,temperature_at_event,old_global_best,new_global_best,improvement,elapsed_ms
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,1,99.997237,3800,3530,270,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,2,99.994474,3530,3280,250,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,11,99.969610,3280,3190,90,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,13,99.964086,3190,3160,30,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,14,99.961324,3160,3130,30,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,15,99.958562,3130,3040,90,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,16,99.955800,3040,2815,225,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,20,99.944753,2815,2560,255,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,21,99.941992,2560,2530,30,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,52,99.856422,2530,2525,5,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,53,99.853663,2525,2385,140,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,65,99.820560,2385,2185,200,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,71,99.804012,2185,2175,10,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,72,99.801254,2175,2025,150,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,144,99.602904,2025,2005,20,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,145,99.600152,2005,1955,50,1
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,467,98.717921,1955,1860,95,2
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,582,98.404736,1860,1830,30,2
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,583,98.402017,1830,1770,60,2
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,607,98.336784,1770,1680,90,2
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,2388,93.614689,1680,1655,25,5
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,2389,93.612103,1655,1600,55,5
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,12786,70.237331,1600,1590,10,23
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,13650,68.580398,1590,1520,70,25
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,13654,68.572818,1520,1445,75,25
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,27689,46.529887,1445,1385,60,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,0,27690,46.528602,1385,1375,10,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,14,99.961324,1375,1355,20,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,33,99.908859,1355,1295,60,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,76,99.790225,1295,1290,5,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,94,99.740605,1290,1270,20,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,101,99.721316,1270,1210,60,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,476,98.693375,1210,1205,5,49
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,720,98.030225,1205,1195,10,50
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,748,97.954412,1195,1180,15,50
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,1103,96.998273,1180,1145,35,51
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,1116,96.963437,1145,1115,30,51
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,1721,95.355995,1115,1065,50,52
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,1722,95.353360,1065,1040,25,52
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,6392,83.810031,1040,1010,30,60
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,6393,83.807715,1010,980,30,60
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,8763,78.495363,980,975,5,64
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,8764,78.493194,975,945,30,64
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,18645,59.739282,945,915,30,80
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,2,66263,16.026696,915,840,75,160
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,14,99.961324,840,765,75,160
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,436,98.802515,765,715,50,161
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,859,97.654441,715,710,5,162
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,3507,90.764496,710,695,15,166
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,4974,87.158952,695,675,20,169
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,15319,65.489549,675,645,30,185
n012w8-0,n012w8,0,5,500000,100.0,adaptive,2026-07-04T11:57:26+01:00,1,3,24242,51.179495,645,605,40,199
